Name,Rank,Level,Link,Gold,Silver,Bronze,Points,Joined
Harshit Bansal,1731,expert,https://www.kaggle.com/pocooo,0,2,8,59,2 years ago
wonchan LEEE,1732,expert,https://www.kaggle.com/wonchanleee,0,1,4,59,2 years ago
Ayman Lafaz,1733,expert,https://www.kaggle.com/aymanlafaz,1,0,5,59,2 years ago
raja-dv,1734,expert,https://www.kaggle.com/rajadv,0,4,2,59,a year ago
Shubham Varshney,1735,expert,https://www.kaggle.com/shakshyathedetector,0,0,9,59,a year ago
MohamedAmine SAIGHI,1736,expert,https://www.kaggle.com/mohamedaminesaighi,0,1,5,59,a year ago
Vishesh Thakur,1737,expert,https://www.kaggle.com/vishesh1412,0,0,7,59,a year ago
mausham jha,1738,expert,https://www.kaggle.com/maushamjha,0,0,5,59,9 months ago
Ahmet Çelik,1739,expert,https://www.kaggle.com/ahmetcelik158,0,2,4,59,9 months ago
Jin,1740,expert,https://www.kaggle.com/wonjinkim1010,0,1,6,59,7 months ago
Savita Mahi,1741,expert,https://www.kaggle.com/simtoor,0,0,8,59,5 months ago
Greg Calvez,1742,expert,https://www.kaggle.com/gregorycalvez,2,2,2,58,6 years ago
Bongo,1743,expert,https://www.kaggle.com/sbongo,2,1,3,58,6 years ago
Ashadullah Shawon,1744,expert,https://www.kaggle.com/shawon10,0,5,10,58,5 years ago
Saman Siadati,1745,expert,https://www.kaggle.com/samansiadati,0,4,8,58,5 years ago
Mahmud Hasan,1746,expert,https://www.kaggle.com/mahmudds,0,5,6,58,4 years ago
Edward Zhang,1747,expert,https://www.kaggle.com/sshikamaru,0,3,6,58,4 years ago
Shaimaa Othman,1748,expert,https://www.kaggle.com/shaimaa1234,0,1,8,58,4 years ago
ROSHAN KUMAR G,1749,expert,https://www.kaggle.com/roshankumarg,0,7,1,58,3 years ago
Soumyadip Ghorai,1750,expert,https://www.kaggle.com/soumyadipghorai,0,2,4,58,2 years ago
Tejashvi,1751,expert,https://www.kaggle.com/tejashvi14,0,3,4,58,2 years ago
Syed Jafer,1752,expert,https://www.kaggle.com/syedjaferk,0,0,11,58,2 years ago
Co-learning Lounge,1753,expert,https://www.kaggle.com/colearninglounge,0,2,7,58,2 years ago
LucaMTB,1754,expert,https://www.kaggle.com/lucamtb,2,0,3,58,2 years ago
babyoda,1755,expert,https://www.kaggle.com/babyoda,1,4,0,58,2 years ago
yama09,1756,expert,https://www.kaggle.com/yama09,0,1,5,58,2 years ago
Thariq Nugrohotomo,1757,expert,https://www.kaggle.com/thariqnugrohotomo,0,1,6,58,2 years ago
Menna Mostafa,1758,expert,https://www.kaggle.com/mennamostafa3,0,0,5,58,a year ago
Ujjwal Chowdhury,1759,expert,https://www.kaggle.com/ujjwalchowdhury,0,0,6,58,a year ago
rania hossam elbadry,1760,expert,https://www.kaggle.com/raniahossamelbadry,0,0,6,58,a year ago
Utkarsh Mathur,1761,expert,https://www.kaggle.com/mathurutkarsh,0,0,5,58,10 months ago
Sindhu inti,1762,expert,https://www.kaggle.com/sindhuinti,0,0,5,58,9 months ago
Tanishq Jaiswal,1763,expert,https://www.kaggle.com/tanishqjazz,0,1,4,58,9 months ago
Avinash Rola,1764,expert,https://www.kaggle.com/avinashrola,0,0,5,58,3 months ago
fchollet,1765,expert,https://www.kaggle.com/fchollet,2,4,1,57,9 years ago
Thanish Batcha,1766,expert,https://www.kaggle.com/thanish,0,3,2,57,8 years ago
DavidS,1767,expert,https://www.kaggle.com/davids1992,1,3,2,57,6 years ago
Erik Duus,1768,expert,https://www.kaggle.com/eduus710,0,0,6,57,6 years ago
Md. Masud Rana,1769,expert,https://www.kaggle.com/durbin164,0,3,9,57,5 years ago
AnkurSingh,1770,expert,https://www.kaggle.com/ankursingh12,0,2,8,57,5 years ago
Izzy Adesanya,1771,expert,https://www.kaggle.com/prvnkmr,0,4,8,57,5 years ago
Ishaan Jain,1772,expert,https://www.kaggle.com/ishaan45,1,1,6,57,4 years ago
Janvi Chokshi,1773,expert,https://www.kaggle.com/janvichokshi,1,4,3,57,4 years ago
anyai,1774,expert,https://www.kaggle.com/anyai28,1,0,4,57,3 years ago
Divyansh Agrawal,1775,expert,https://www.kaggle.com/divyansh22,0,3,8,57,3 years ago
Turhan Can Kargin,1776,expert,https://www.kaggle.com/turhancankargin,0,0,14,57,3 years ago
KA-KA-shi,1777,expert,https://www.kaggle.com/adarshsng,0,1,11,57,3 years ago
Tanuj dhiman,1778,expert,https://www.kaggle.com/tanujdhiman,0,3,18,57,3 years ago
Tanya Jain,1779,expert,https://www.kaggle.com/tanyajain3108,0,0,5,57,2 years ago
Usman Ayaz,1780,expert,https://www.kaggle.com/usmanayaz,0,2,3,57,2 years ago
Shubam Sumbria,1781,expert,https://www.kaggle.com/shubamsumbria,0,0,9,57,2 years ago
Rawaa Elghali,1782,expert,https://www.kaggle.com/rawaaelghali,0,1,9,57,2 years ago
sandeep majumdar,1783,expert,https://www.kaggle.com/sandeepmajumdar,0,0,5,57,2 years ago
denred0,1784,expert,https://www.kaggle.com/denispotapov,1,2,3,57,2 years ago
Svyatoslav Sokolov,1785,expert,https://www.kaggle.com/svyatoslavsokolov,1,1,4,57,2 years ago
Mohamed-El haddad,1786,expert,https://www.kaggle.com/mohamedahmed10000,0,0,11,57,2 years ago
Himanshu Tripathi,1787,expert,https://www.kaggle.com/himanshutripathi,0,0,7,57,2 years ago
0|1,1788,expert,https://www.kaggle.com/sabinaabdurakhmanova,1,1,4,57,2 years ago
kooose,1789,expert,https://www.kaggle.com/kooose,0,1,8,57,2 years ago
Benny Fung,1790,expert,https://www.kaggle.com/bennyfung,0,3,4,57,2 years ago
Santosh Vaidya,1791,expert,https://www.kaggle.com/santosh1974,0,0,7,57,2 years ago
Omu_com,1792,expert,https://www.kaggle.com/hkhiroshima,0,0,7,57,2 years ago
Emirhan BOZDOGAN,1793,expert,https://www.kaggle.com/emrhn1031,0,2,3,57,a year ago
Srivatsa S,1794,expert,https://www.kaggle.com/srivatsas05,0,0,7,57,a year ago
Sameer Udgirkar,1795,expert,https://www.kaggle.com/sameerudgirkar,0,0,7,57,a year ago
Niek van der Zwaag,1796,expert,https://www.kaggle.com/niekvanderzwaag,0,1,8,57,a year ago
Harsha Palnitkar,1797,expert,https://www.kaggle.com/harshapalnitkar,0,0,6,57,6 months ago
ayca,1798,expert,https://www.kaggle.com/aycapolat,0,0,7,57,5 months ago
Erol Masimov,1799,expert,https://www.kaggle.com/erolmasimov,0,0,9,57,4 months ago
Ion Cojocaru,1800,expert,https://www.kaggle.com/outofskills,0,0,7,57,4 months ago
Rahul Agarwal,1801,expert,https://www.kaggle.com/mlwhiz,1,3,15,56,9 years ago
Jeff Delaney,1802,expert,https://www.kaggle.com/jeffd23,4,2,3,56,6 years ago
Abdul Qayyum Ahmadzai,1803,expert,https://www.kaggle.com/qayyum453,0,0,5,56,5 years ago
V.Prasanna Kumar,1804,expert,https://www.kaggle.com/vpkprasanna,0,4,12,56,5 years ago
Nandhu Elango,1805,expert,https://www.kaggle.com/nandhuelan,0,3,12,56,5 years ago
Sikai Zhang,1806,expert,https://www.kaggle.com/matthewszhang,0,0,6,56,5 years ago
Karan Jakhar,1807,expert,https://www.kaggle.com/karanjakhar,2,1,6,56,4 years ago
Alex Bader,1808,expert,https://www.kaggle.com/spacelx,2,0,3,56,4 years ago
Matt,1809,expert,https://www.kaggle.com/mattbast,2,1,3,56,4 years ago
Shudipto Trafder,1810,expert,https://www.kaggle.com/iamsdt,0,1,5,56,3 years ago
Bhavesh Bisht,1811,expert,https://www.kaggle.com/bhavesh0124,0,1,6,56,3 years ago
Benlei Cui,1812,expert,https://www.kaggle.com/raininbox,1,4,1,56,3 years ago
Ridhi Jhamb,1813,expert,https://www.kaggle.com/ridhijhamb,0,3,7,56,3 years ago
Berk Karabillioğlu,1814,expert,https://www.kaggle.com/berkkarabilliolu,0,1,6,56,3 years ago
Rushikesh,1815,expert,https://www.kaggle.com/rushikeshlavate,0,1,13,56,2 years ago
Gokul raj K.,1816,expert,https://www.kaggle.com/gokulrajkmv,0,2,12,56,2 years ago
Hamza Manssor,1817,expert,https://www.kaggle.com/hamzamanssor,0,0,7,56,2 years ago
Stanley Zheng,1818,expert,https://www.kaggle.com/stanleyjzheng,2,0,6,56,2 years ago
Aniket Sharma,1819,expert,https://www.kaggle.com/aniketsharma00411,0,1,6,56,2 years ago
jerife,1820,expert,https://www.kaggle.com/jerifate,0,1,8,56,2 years ago
Fathima Shemeema,1821,expert,https://www.kaggle.com/fathimashemeema,0,1,10,56,2 years ago
tharun_nayak14,1822,expert,https://www.kaggle.com/tharunnayak14,0,0,6,56,2 years ago
Kiran Sharma,1823,expert,https://www.kaggle.com/kdsharmaai,0,0,7,56,2 years ago
Sana Shaikh,1824,expert,https://www.kaggle.com/sana306,0,3,2,56,a year ago
Ali Mohammed Bakhiet,1825,expert,https://www.kaggle.com/alimohammedbakhiet,0,0,7,56,a year ago
EMİRHAN BULUT,1826,expert,https://www.kaggle.com/emirhanai,0,0,7,56,a year ago
Marwan Diab,1827,expert,https://www.kaggle.com/marwandiab,0,0,8,56,a year ago
InFamousCoder,1828,expert,https://www.kaggle.com/infamouscoder,0,0,5,56,a year ago
sudhanshu rastogi,1829,expert,https://www.kaggle.com/sudhanshu2198,0,0,7,56,10 months ago
efimpolianskii,1830,expert,https://www.kaggle.com/timmofeyy,0,0,7,56,9 months ago
Amirhosain Mahdiani,1831,expert,https://www.kaggle.com/amirhosainmahdiani,0,0,8,56,8 months ago
Rafia Islam,1832,expert,https://www.kaggle.com/rafiaaa,0,0,5,56,5 months ago
gil fernandes,1833,expert,https://www.kaggle.com/gilfernandes,1,2,4,55,10 years ago
Troy Walters,1834,master,https://www.kaggle.com/captcalculator,7,6,13,55,7 years ago
nlgn,1835,expert,https://www.kaggle.com/kingychiu,1,5,5,55,6 years ago
Pranav Pandya,1836,master,https://www.kaggle.com/pranav84,4,9,16,55,6 years ago
Paul Larmuseau,1837,expert,https://www.kaggle.com/plarmuseau,0,1,9,55,6 years ago
KeepLearning,1838,expert,https://www.kaggle.com/mathormad,5,0,0,55,5 years ago
Sunil Sun,1839,expert,https://www.kaggle.com/scchuy,0,0,7,55,5 years ago
bturan19,1840,expert,https://www.kaggle.com/bturan19,0,1,5,55,5 years ago
Pawan Bhandarkar,1841,expert,https://www.kaggle.com/pawanbhandarkar,1,1,4,55,4 years ago
Nadiate🐠,1842,expert,https://www.kaggle.com/nadiate,0,0,8,55,4 years ago
Adriano Avelar,1843,expert,https://www.kaggle.com/adrianoavelar,4,1,3,55,4 years ago
Arc,1844,expert,https://www.kaggle.com/sgreiner,0,0,7,55,4 years ago
Jared Savage,1845,expert,https://www.kaggle.com/jaredsavage,0,1,8,55,4 years ago
Armand Sauzay,1846,expert,https://www.kaggle.com/armandsauzay,0,1,4,55,4 years ago
Mayank,1847,expert,https://www.kaggle.com/mayank2896,0,2,4,55,4 years ago
Koh,1848,expert,https://www.kaggle.com/minfa1207,0,0,9,55,4 years ago
Harsh Jhunjhunwala,1849,expert,https://www.kaggle.com/harshjhunjhunwala,0,2,8,55,3 years ago
Mahesh Chavan,1850,expert,https://www.kaggle.com/mrmaheshchavan,0,0,10,55,3 years ago
Tsai Yi Lin,1851,expert,https://www.kaggle.com/andy6804tw,1,1,4,55,3 years ago
Abhijeet Bhilare,1852,expert,https://www.kaggle.com/abhijeetbhilare,0,2,13,55,3 years ago
Jaswinder Singh,1853,expert,https://www.kaggle.com/baratheonr6,0,2,3,55,3 years ago
Mukesh Bhandarkar,1854,expert,https://www.kaggle.com/slowlearnermack,0,1,4,55,3 years ago
Michal Brezak,1855,expert,https://www.kaggle.com/michalbrezk,0,4,7,55,3 years ago
Hamed Etezadi,1856,expert,https://www.kaggle.com/hamedetezadi,0,0,5,55,3 years ago
LittleChika,1857,expert,https://www.kaggle.com/zhixx018,0,1,5,55,2 years ago
Ubiratan Filho,1858,expert,https://www.kaggle.com/ubiratanfilho,0,0,8,55,2 years ago
shimjongsoo,1859,expert,https://www.kaggle.com/shimjongsoo,0,0,7,55,2 years ago
Parvez Sohail,1860,expert,https://www.kaggle.com/parvezsohail,0,0,11,55,2 years ago
Soumyajit Datta,1861,expert,https://www.kaggle.com/soumyajitdatta,0,0,10,55,2 years ago
Masoud Ahmadzade Jahromi,1862,expert,https://www.kaggle.com/satvicoder,0,0,12,55,a year ago
Mert Aydoğan,1863,expert,https://www.kaggle.com/mertadgn,0,0,7,55,a year ago
Spyros Rigas,1864,expert,https://www.kaggle.com/spyrosrigas,0,0,6,55,a year ago
Mohamed Mady,1865,expert,https://www.kaggle.com/mohamedhamdymady,0,0,6,55,a year ago
José Luis Córdoba Cabanillas,1866,expert,https://www.kaggle.com/jlcordoba,0,1,4,55,10 months ago
guansuo,1867,expert,https://www.kaggle.com/guansuo,0,0,6,55,6 months ago
Rishabh K,1868,expert,https://www.kaggle.com/rishabhkmr,0,0,6,55,5 months ago
Bohao Ning,1869,expert,https://www.kaggle.com/doggypiggy,0,0,5,55,4 months ago
hittie,1870,expert,https://www.kaggle.com/hikarutabata,0,1,4,55,3 months ago
Sayak Majumder,1871,expert,https://www.kaggle.com/msayak,0,1,4,55,2 months ago
Data Liftoff,1872,expert,https://www.kaggle.com/morrisb,2,1,7,54,6 years ago
Masrur Ahmed,1873,expert,https://www.kaggle.com/masrur007,0,1,6,54,6 years ago
Zabir Al Nazi Nabil,1874,expert,https://www.kaggle.com/furcifer,1,1,5,54,6 years ago
Casper Wilstrup,1875,expert,https://www.kaggle.com/wilstrup,0,0,10,54,5 years ago
datta,1876,expert,https://www.kaggle.com/bsridatta,0,2,5,54,5 years ago
arunamenon,1877,expert,https://www.kaggle.com/arunamenon,0,0,7,54,4 years ago
Daiki Katsuragawa,1878,expert,https://www.kaggle.com/daikikatsuragawa,0,0,17,54,4 years ago
Shangqiu Li,1879,expert,https://www.kaggle.com/unkownhihi,4,1,5,54,3 years ago
Jeebz,1880,expert,https://www.kaggle.com/dabawse,0,2,8,54,3 years ago
Bunty,1881,expert,https://www.kaggle.com/subbhashit,1,1,18,54,3 years ago
Siddharth Chauhan,1882,expert,https://www.kaggle.com/siddharthpchauhan,0,3,6,54,3 years ago
Amar Loni,1883,expert,https://www.kaggle.com/amarloni,0,0,10,54,3 years ago
Erkan Hatipoğlu,1884,expert,https://www.kaggle.com/erkanhatipoglu,0,3,6,54,3 years ago
Md Mahmud Ferdous,1885,expert,https://www.kaggle.com/mdmahmudferdous,1,2,10,54,3 years ago
nazmuddhoha ansary,1886,expert,https://www.kaggle.com/nazmuddhohaansary,0,0,5,54,3 years ago
Azzam Radman,1887,expert,https://www.kaggle.com/azzamradman,0,1,9,54,2 years ago
Abdrakhman Murat,1888,expert,https://www.kaggle.com/abdrakhmanmurat,0,1,7,54,2 years ago
Pawan Kumar Yadav,1889,expert,https://www.kaggle.com/pawankumar97,0,0,10,54,2 years ago
Prit Sheta,1890,expert,https://www.kaggle.com/pritsheta,0,0,8,54,2 years ago
HIMANSHU YADAV,1891,expert,https://www.kaggle.com/himanshuyadav95627,0,3,2,54,2 years ago
Karan Shingde,1892,expert,https://www.kaggle.com/karan842,0,0,7,54,2 years ago
Alexander Bader,1893,expert,https://www.kaggle.com/alexanderbader,0,0,15,54,2 years ago
Aditya Stark,1894,expert,https://www.kaggle.com/adityastark07,0,1,5,54,a year ago
Mehmet Tuzcu,1895,expert,https://www.kaggle.com/mehmettuzcu,0,1,4,54,a year ago
Kartikeya Rawat,1896,expert,https://www.kaggle.com/kartikeya47,0,0,7,54,a year ago
Zead Omar,1897,expert,https://www.kaggle.com/zeadomar,0,0,8,54,a year ago
Konika Rani,1898,expert,https://www.kaggle.com/konikarani,0,0,5,54,a year ago
raj kumar125,1899,expert,https://www.kaggle.com/rajkumar125,0,0,6,54,a year ago
pack-man,1900,expert,https://www.kaggle.com/packinman,0,1,7,54,9 months ago
Ashish Pawar,1901,expert,https://www.kaggle.com/ashishpawar511,0,0,8,54,8 months ago
Francisco Feng,1902,expert,https://www.kaggle.com/franciscofeng,0,0,6,54,7 months ago
Mohammad Shahid,1903,expert,https://www.kaggle.com/itsmohammadshahid,0,0,6,54,7 months ago
Piotr,1904,expert,https://www.kaggle.com/mt77pp,0,1,8,53,12 years ago
Kamal007,1905,expert,https://www.kaggle.com/kamal007,0,1,8,53,9 years ago
Bert Carremans,1906,expert,https://www.kaggle.com/bertcarremans,1,1,3,53,8 years ago
Praveen,1907,expert,https://www.kaggle.com/praveengovi,0,2,8,53,7 years ago
something4kag,1908,expert,https://www.kaggle.com/something4kag,0,0,9,53,7 years ago
Fatih Ozturk,1909,expert,https://www.kaggle.com/fatihozturk,1,3,4,53,6 years ago
DavidCoxon,1910,expert,https://www.kaggle.com/davidcoxon,0,3,4,53,6 years ago
sibmike,1911,expert,https://www.kaggle.com/sibmike,4,3,2,53,5 years ago
Bibek,1912,expert,https://www.kaggle.com/bibek777,1,8,4,53,5 years ago
Tim Yee,1913,expert,https://www.kaggle.com/teeyee314,0,2,7,53,4 years ago
Gabriel Gazola Milan,1914,expert,https://www.kaggle.com/gabrielmilan,0,2,3,53,4 years ago
tolgahancepel,1915,expert,https://www.kaggle.com/tolgahancepel,1,4,8,53,4 years ago
Prem Chotepanit,1916,expert,https://www.kaggle.com/batprem,0,1,8,53,4 years ago
Anastasiia Selezen,1917,expert,https://www.kaggle.com/anastasiiaselezen,0,2,3,53,4 years ago
Neşe KUTBAY,1918,expert,https://www.kaggle.com/kriyeneekutbay,0,0,6,53,3 years ago
leemop,1919,expert,https://www.kaggle.com/leemop,0,2,3,53,3 years ago
Sankha Subhra Mondal,1920,expert,https://www.kaggle.com/sankha1998,0,5,7,53,3 years ago
Karatatiwant (Karat) Singh Sidhu,1921,expert,https://www.kaggle.com/karats,0,0,7,53,3 years ago
Devanshi Patel,1922,expert,https://www.kaggle.com/devanshiipatel,0,0,9,53,2 years ago
Bhavesh Kumar,1923,expert,https://www.kaggle.com/bhaveshkumar2806,0,0,8,53,2 years ago
MEJBAH AHAMMAD,1924,expert,https://www.kaggle.com/mejbahahammad,0,0,16,53,2 years ago
Ritesh Patil,1925,expert,https://www.kaggle.com/riteshpatil8998,0,1,11,53,2 years ago
KOBeerose,1926,expert,https://www.kaggle.com/kobeerose,0,0,8,53,2 years ago
Yajat Malhotra,1927,expert,https://www.kaggle.com/iamyajat,0,2,7,53,2 years ago
Yana Malysheva,1928,expert,https://www.kaggle.com/yanamal,1,2,5,53,2 years ago
Bibek Upadhyaya,1929,expert,https://www.kaggle.com/bibekupadhyaya,0,0,7,53,2 years ago
Ahmed Eraky,1930,expert,https://www.kaggle.com/ahmederaky,0,0,5,53,2 years ago
Ali Falahati,1931,expert,https://www.kaggle.com/mortrest,1,1,4,53,2 years ago
zd6rvteb4 3,1932,expert,https://www.kaggle.com/icaram,0,0,8,53,a year ago
Divya Saini,1933,expert,https://www.kaggle.com/div0528,0,0,8,53,a year ago
Preetham.Ganiga,1934,expert,https://www.kaggle.com/preethamganiga,0,0,8,53,9 months ago
omkar bhosale 0606,1935,expert,https://www.kaggle.com/omkarbhosale0606,0,1,5,53,9 months ago
pavankumar20,1936,expert,https://www.kaggle.com/pavankumar20,0,1,4,53,8 months ago
Bharat04,1937,expert,https://www.kaggle.com/bharat04,0,1,4,53,4 months ago
Emilie Lagrange,1938,expert,https://www.kaggle.com/emilielagrange,0,0,6,53,7 days ago
Peter Hahn,1939,expert,https://www.kaggle.com/pehahn,0,0,11,52,8 years ago
Soumik Rakshit,1940,expert,https://www.kaggle.com/soumikrakshit,0,1,7,52,5 years ago
Marian Svatko,1941,expert,https://www.kaggle.com/marian447,0,0,12,52,5 years ago
Jacopo Repossi,1942,expert,https://www.kaggle.com/jacoporepossi,0,1,5,52,4 years ago
Amritvir Singh,1943,expert,https://www.kaggle.com/amritvirsinghx,0,5,7,52,4 years ago
Ho Loong,1944,expert,https://www.kaggle.com/holoong9291,0,0,11,52,4 years ago
Sarthak Vajpayee,1945,expert,https://www.kaggle.com/sarthakvajpayee,0,3,8,52,4 years ago
Vatsal Parsaniya,1946,expert,https://www.kaggle.com/vatsalparsaniya,1,2,5,52,4 years ago
Salim Ben Hammadi,1947,expert,https://www.kaggle.com/salimhammadi07,0,0,8,52,3 years ago
cWayne,1948,expert,https://www.kaggle.com/thecansin,0,2,14,52,3 years ago
Nisa Soylu,1949,expert,https://www.kaggle.com/nisasoylu,0,1,11,52,3 years ago
Vasileios Konstantakos,1950,expert,https://www.kaggle.com/vkonstantakos,0,1,6,52,3 years ago
Ahmet Can Karaoglan,1951,expert,https://www.kaggle.com/ahmetcankaraolan,0,3,7,52,3 years ago
TAUIL Abd Elilah,1952,expert,https://www.kaggle.com/tauilabdelilah,0,0,7,52,3 years ago
Yaser Girit,1953,expert,https://www.kaggle.com/yasergirit,0,1,4,52,3 years ago
Daniboy370,1954,expert,https://www.kaggle.com/daniboy370,1,4,4,52,3 years ago
Ananta Raj,1955,expert,https://www.kaggle.com/vortexkol,0,1,9,52,2 years ago
Student,1956,expert,https://www.kaggle.com/mecha027ankitsingh,0,2,4,52,2 years ago
YashSharma,1957,expert,https://www.kaggle.com/yashsharmabharatpur,0,1,12,52,2 years ago
arelius,1958,expert,https://www.kaggle.com/clarksaben,0,0,8,52,2 years ago
Sayel Abualigah,1959,expert,https://www.kaggle.com/sayelabualigah,0,0,6,52,2 years ago
Kalai Kumar,1960,expert,https://www.kaggle.com/kalaikumarr,0,2,5,52,a year ago
mahsa younesi,1961,expert,https://www.kaggle.com/mahsayounesi,0,3,2,52,a year ago
Mahesh Chauhan,1962,expert,https://www.kaggle.com/maheshchauhan09,0,0,6,52,4 months ago
JQ,1963,expert,https://www.kaggle.com/joelqv,0,1,6,51,8 years ago
Sylas,1964,expert,https://www.kaggle.com/jsylas,1,6,4,51,8 years ago
Sergey Bryansky,1965,expert,https://www.kaggle.com/sggpls,4,1,1,51,7 years ago
Rabindra,1966,expert,https://www.kaggle.com/rnepal2,0,0,9,51,5 years ago
Shiva Manhar,1967,expert,https://www.kaggle.com/shivamanhar,0,0,8,51,5 years ago
Tolga Kaplan,1968,expert,https://www.kaggle.com/darkside92,1,4,1,51,4 years ago
Zeynel,1969,expert,https://www.kaggle.com/zeynel7,0,4,2,51,4 years ago
Felipe Mello,1970,expert,https://www.kaggle.com/felipemello,3,2,1,51,4 years ago
Mohamed Ahmed,1971,expert,https://www.kaggle.com/mohamedahmedae,0,0,5,51,3 years ago
Susant_Achary🎲,1972,expert,https://www.kaggle.com/susant4learning,0,1,7,51,3 years ago
dasmehdixtr,1973,expert,https://www.kaggle.com/dasmehdixtr,0,0,11,51,3 years ago
krishan gopal,1974,expert,https://www.kaggle.com/krishna1997gopal,0,3,4,51,3 years ago
MXK,1975,expert,https://www.kaggle.com/mouafekmk,2,0,4,51,3 years ago
SenTran,1976,expert,https://www.kaggle.com/sentrankim,0,2,4,51,3 years ago
Mustafa Cicek,1977,expert,https://www.kaggle.com/mustafacicek,0,0,13,51,3 years ago
Paddy,1978,expert,https://www.kaggle.com/paddytheprogrammer,0,1,6,51,3 years ago
Seunghun Chae,1979,expert,https://www.kaggle.com/firstkits,0,0,6,51,3 years ago
Ferit Ebrar Gürler,1980,expert,https://www.kaggle.com/feritebrargrler,0,1,11,51,2 years ago
Demid Chernenko,1981,expert,https://www.kaggle.com/demche,1,3,2,51,2 years ago
Artem Pozdniakov,1982,expert,https://www.kaggle.com/artempozdniakov,1,2,2,51,2 years ago
Aklima Akter Rimi,1983,expert,https://www.kaggle.com/aklimarimi,0,0,6,51,2 years ago
ayoub chaoui,1984,expert,https://www.kaggle.com/ayoubchaoui,0,1,6,51,2 years ago
Hugo R. V. Angulo,1985,expert,https://www.kaggle.com/hugovallejo,0,1,7,51,2 years ago
Dina Nabil,1986,expert,https://www.kaggle.com/dinanabil811,0,0,5,51,a year ago
Naser Al-qaydeh,1987,expert,https://www.kaggle.com/naseralqaydeh,0,0,8,51,a year ago
Akshat Jain,1988,expert,https://www.kaggle.com/akshatjainds,0,0,8,51,a year ago
HIMANSHU SIRSAT,1989,expert,https://www.kaggle.com/himanshusirsat,0,1,7,51,a year ago
Mainak Chaudhuri,1990,expert,https://www.kaggle.com/brijlaldhankour,0,0,10,51,a year ago
Sajjad Najafi,1991,expert,https://www.kaggle.com/sajjadnajafi,0,0,14,51,a year ago
PriyankDL,1992,expert,https://www.kaggle.com/priyankdl,0,1,4,51,10 months ago
Andriy_uru,1993,expert,https://www.kaggle.com/andriyuru,0,0,8,51,10 months ago
Akshay Pawar,1994,expert,https://www.kaggle.com/akshaypawar7,0,2,3,51,9 months ago
Bhavya Bhola,1995,expert,https://www.kaggle.com/bhavyabhola,0,0,7,51,2 months ago
Chris Ried,1996,expert,https://www.kaggle.com/digitalbro,0,1,4,50,11 years ago
Adarsh C,1997,expert,https://www.kaggle.com/chekoduadarsh,0,3,7,50,5 years ago
Ioannis M,1998,expert,https://www.kaggle.com/imeintanis,0,3,9,50,4 years ago
Mojtaba,1999,expert,https://www.kaggle.com/mojtaba142,0,4,1,50,4 years ago
Mohamed Abdullah,2000,expert,https://www.kaggle.com/mohamedabdullah,0,2,7,50,3 years ago
Ahmed Raza Khanzada,2001,expert,https://www.kaggle.com/arkhanzada,0,0,7,50,3 years ago
Ankur Singh,2002,expert,https://www.kaggle.com/cosmosankur,0,1,11,50,3 years ago
Chandler Bing,2003,expert,https://www.kaggle.com/rushinaik,0,0,12,50,3 years ago
mukaseevru,2004,expert,https://www.kaggle.com/mukaseevru,0,1,4,50,3 years ago
Abhishek Prajapat,2005,expert,https://www.kaggle.com/abhishekprajapat,0,3,7,50,3 years ago
Abdelrahman Khalil,2006,expert,https://www.kaggle.com/abdelrahmankhalil,0,0,6,50,2 years ago
Heeral Dedhia,2007,expert,https://www.kaggle.com/heeraldedhia,0,4,7,50,2 years ago
Victoria Maslova,2008,expert,https://www.kaggle.com/victoriamiller19,0,2,5,50,2 years ago
Artem Prikhodko,2009,expert,https://www.kaggle.com/aipi12,0,2,7,50,2 years ago
Azize Sultan Palalı,2010,expert,https://www.kaggle.com/azizesultanbilge,0,0,7,50,2 years ago
Raj Gupta,2011,expert,https://www.kaggle.com/rajgupta2019,0,0,8,50,2 years ago
Ahmet Çalış,2012,expert,https://www.kaggle.com/ahmetcalis,0,2,4,50,2 years ago
micheldc55,2013,expert,https://www.kaggle.com/micheldc55,0,0,5,50,2 years ago
Yazan Majzoub,2014,expert,https://www.kaggle.com/yazanmajzob,0,0,8,50,a year ago
Abdelrahman Rezk,2015,expert,https://www.kaggle.com/abdelrahmanrezk7,0,0,6,50,a year ago
Melih Komutgan,2016,expert,https://www.kaggle.com/melihkomutgan,0,1,5,50,a year ago
M Ramzan Ali,2017,expert,https://www.kaggle.com/mramzanali,0,0,7,50,10 months ago
Hassan Shehzad,2018,expert,https://www.kaggle.com/hassanshehzadk,0,0,6,50,6 months ago
alephvnull,2019,expert,https://www.kaggle.com/alephvnull,0,0,5,50,4 months ago
Kwabena,2020,expert,https://www.kaggle.com/kwabenantim,1,5,2,49,9 years ago
Sam Stainsby,2021,expert,https://www.kaggle.com/stainsby,2,1,2,49,7 years ago
Hitesh palamada,2022,expert,https://www.kaggle.com/hiteshp,1,4,11,49,6 years ago
Ilia Zaitsev,2023,expert,https://www.kaggle.com/purplejester,0,0,7,49,6 years ago
J.Jones,2024,expert,https://www.kaggle.com/johnoliverjones,1,3,3,49,6 years ago
Alexander Scarlat MD,2025,expert,https://www.kaggle.com/drscarlat,0,1,11,49,6 years ago
Ankan Hore,2026,expert,https://www.kaggle.com/ankanhore545,0,1,6,49,5 years ago
rahul yadav,2027,expert,https://www.kaggle.com/rahullalu,0,4,7,49,5 years ago
